uid_a,uid_b,name_a,name_b,comid,sep_m,on_channel,channels_a,channels_b,shared_days,r,median_diff,area_a_km2,area_b_km2,agree_a,agree_b,proposed,seam,evidence
USGS:01362365,USGS:01362398,OX CLOVE AT CHICHESTER NY,STONY CLOVE CR ABOVE ST HWY 214 AT PHOENICIA NY,6189644,3284.92,turbidity_fnu,turbidity_fnu,turbidity_fnu,312.0,0.9002,0.1806,8.05486268,83.9156112,True,True,weak_evidence,,shared_comid+records+source_area
USGS:05536357,USGS:413651087285001,"GRAND CALUMET RIVER AT HOHMAN AV AT HAMMOND, IN","GRAND CALUMET R AT INDPLS BLVD AT EAST CHICAGO, IN",13463913,3305.21,,discharge,water_temp+diss_oxy,,,,,,True,True,distinct,,shared_comid+records+source_area
USGS:01362345,USGS:01362350,HOLLOW TREE BROOK AT ST HWY 214 AT LANESVILLE NY,STONY CLOVE CREEK AT CHICHESTER NY,6189746,3310.93,turbidity_fnu,turbidity_fnu,turbidity_fnu,397.0,0.7062,5.124,12.017544319999999,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:07142019,USGS:07142020,"CHEYENNE BOTTOMS DV NR GREAT BEND, KS","WALNUT C BLW CHEYENNE BTMS DV NR GREAT BEND, KS",21187401,3312.13,discharge,discharge+gage_height,discharge,729.0,-0.0214,0.2322,3884.982,3884.982,True,False,distinct,,shared_comid+records+source_area
USGS:01362336,USGS:01362350,STONY CLOVE CR AT JANSSEN RD AT LANESVILLE NY,STONY CLOVE CREEK AT CHICHESTER NY,6189746,3331.25,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,958.0,0.8641,-3.5984,23.957389,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:04092677,USGS:413626087211101,"GRAND CALUMET RIVER AT INDUSTRIAL HWY AT GARY, IN","GRAND CALUMET RIVER AT BUCHANAN ST AT GARY, IN",3398182,3353.17,water_temp,discharge+gage_height+water_temp+diss_oxy,water_temp+diss_oxy,183.0,0.9855,-0.7521,,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03292500,USGS:03292550,"SOUTH FORK BEARGRASS CREEK AT LOUISVILLE, KY","S FK BEARGRASS CREEK AT E OAK ST AT LOUISVILLE, KY",10163886,3428.2,discharge,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,2570.0,0.962,-0.1054,44.5477936,58.533728800000006,True,True,distinct,,shared_comid+records+source_area
USGS:01362332,USGS:01362349,STONY CLOVE CREEK AT WRIGHT RD NEAR LANESVILLE NY,STONY CLOVE CR ABOVE MOGGRE RD NEAR CHICHESTER NY,6189746,3512.6,turbidity_fnu,turbidity_fnu,turbidity_fnu,2437.0,0.7434,-1.2635,20.90120316,42.475803199999994,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362322,USGS:01362347,MYRTLE BROOK AT STATE HWY 214 AT EDGEWOOD NY,STONY CLOVE CREEK AT LANESVILLE NY,6189746,3548.67,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,2957.0,0.7556,-2.2321,4.68787828,39.8858152,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362342,USGS:01362349,HOLLOW TREE BROOK AT LANESVILLE NY,STONY CLOVE CR ABOVE MOGGRE RD NEAR CHICHESTER NY,6189746,3559.61,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,2155.0,0.5978,-2.626,5.0504766,42.475803199999994,True,True,weak_evidence,,shared_comid+records+source_area
USGS:02020246,USGS:02020258,"RAMSEYS DRAFT AT ROUTE 716 NEAR WEST AUGUSTA, VA","RAMSEYS DRAFT AT ROUTE 629 NEAR WEST AUGUSTA, VA",8538463,3565.31,spec_cond,gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,1274.0,0.8849,-7.1042,43.5117984,55.1667444,True,True,distinct,,shared_comid+records+source_area
USGS:05437641,USGS:05437645,ROCK RIVER AT AUBURN ST AT ROCKFORD,"ROCK RIVER ABOVE DAM AT ROCKFORD, IL",10603738,3588.51,gage_height,gage_height,gage_height,3896.0,0.4921,0.1859,16907.441663999998,16925.57158,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01302025,USGS:01302027,"HARLEM R AT ROBERTO CLEMENTE STATE PARK, BRONX NY",HARLEM R AT MILL POND PARK ALCOVE 1 AT BRONX NY,26408394,3593.7,spec_cond,water_temp+spec_cond+turbidity_fnu,water_temp+spec_cond+turbidity_fnu,239.0,0.9709,-4528.125,,,True,True,distinct,,shared_comid+records+source_area
USGS:03292474,USGS:03292475,"GOOSE CREEK AT OLD WESTPORT RD NR ST MATTHEWS, KY","GOOSE CREEK AT US HWY 42 NEAR GLENVIEW ACRES, KY",10163710,3621.5,discharge,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,6335.0,0.7274,-0.0734,15.539928,26.1588788,True,True,distinct,,shared_comid+records+source_area
USGS:05401063,USGS:05401065,"LAKE HURON NEAR PLAINFIELD, WI","LONG LAKE NEAR PLAINFIELD, WI",14705032,3699.33,gage_height,gage_height,gage_height,2726.0,0.9749,24.7955,21.60049992,37.8138248,False,False,weak_evidence,,shared_comid+records+source_area
USGS:01359525,USGS:01359528,NORMANS KILL AT KARLSFELD NY,NORMANS KILL AT ALBANY NY,6186102,3756.67,,gage_height,discharge,,,,422.168044,435.117984,True,True,distinct,,shared_comid+records+source_area
USGS:05537980,USGS:05538010,"DES PLAINES RIVER AT ROUTE 53 AT JOLIET, IL","DES PLAINES RIVER AT ROCKDALE, IL",14787569,3764.28,spec_cond,nitrate+discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph+fchl+fpc+orthophosphate,water_temp+spec_cond+turbidity_fnu+diss_oxy+ph+fchl+fpc,532.0,0.9652,1.3021,3890.161976,3900.521928,True,True,distinct,,shared_comid+records+source_area
USGS:413913083314200,USGS:414032083293600,Maumee River at Maritime Plaza at Toledo OH,Maumee River at Summit St at Toledo OH,15634577,3794.82,spec_cond,water_temp+spec_cond,water_temp+spec_cond,179.0,0.8735,-4.9167,,,True,True,distinct,,shared_comid+records+source_area
USGS:01104683,USGS:01104705,"MUDDY RIVER AT BROOKLINE, MA","CHARLES RIVER AT FIRST ST AT CAMBRIDGE, MA",5867717,3862.16,gage_height,gage_height,gage_height,6452.0,0.1739,-30.3825,15.35862884,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:412325081415500,USGS:412453081395500,West Creek at Ridgewood Road at Parma OH,West Creek at Brooklyn Heights OH,15587158,3890.45,discharge,discharge,discharge,4105.0,0.0246,-0.1365,,23.90558924,True,True,distinct,,shared_comid+records+source_area
USGS:01362330,USGS:01362349,STONY CLOVE CREEK NEAR LANESVILLE NY,STONY CLOVE CR ABOVE MOGGRE RD NEAR CHICHESTER NY,6189746,3896.37,turbidity_fnu,turbidity_fnu,turbidity_fnu,1791.0,0.6789,-2.3344,19.42491,42.475803199999994,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362345,USGS:01362352,HOLLOW TREE BROOK AT ST HWY 214 AT LANESVILLE NY,STONY CLOVE CR ABV WARNER CR AT CHICHESTER NY,6189746,3919.68,turbidity_fnu,turbidity_fnu,turbidity_fnu,1676.0,0.7749,8.3944,12.017544319999999,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362336,USGS:01362352,STONY CLOVE CR AT JANSSEN RD AT LANESVILLE NY,STONY CLOVE CR ABV WARNER CR AT CHICHESTER NY,6189746,3945.11,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,1345.0,0.4907,-0.8993,23.957389,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03123499,USGS:03292500,"BRADLEY CREEK AT LOUISVILLE, KY","SOUTH FORK BEARGRASS CREEK AT LOUISVILLE, KY",10163886,3971.78,spec_cond,nitrate+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,63.0,-0.0414,-143.7188,,44.5477936,True,True,distinct,,shared_comid+records+source_area
USGS:04168000,USGS:04168400,"LOWER RIVER ROUGE AT INKSTER, MI","LOWER RIVER ROUGE AT DEARBORN, MI",10850162,3986.76,discharge,discharge,nitrate+discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,886.0,0.9918,-0.1104,215.4870016,235.688908,True,True,distinct,,shared_comid+records+source_area
USGS:04073240,USGS:435857089325301,"CHAFFEE CREEK AT I-39 NEAR COLOMA, WI","PLEASANT LAKE NEAR WESTFIELD, WI",6867619,4017.55,,discharge,gage_height,,,,11.1369484,,True,False,distinct,,shared_comid+records+source_area
USGS:07364200,USGS:07364203,"Bayou Bartholomew near Jones, LA","Bayou Bartholomew NW of Jones, LA",19474395,4037.92,gage_height,discharge+gage_height,gage_height,6491.0,0.9988,0.5029,3074.315756,3082.08572,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03288190,USGS:03288200,"TRIB TO CANE RUN CR AT NEWTOWN PK NR LEXINGTON, KY","CANE RUN AT BEREA ROAD NEAR DONERAIL, KY",1825494,4100.49,discharge,discharge,discharge,0.0,,,11.99164444,51.5407612,True,True,sequential,2012-06-16..2012-09-30,shared_comid+records+source_area
USGS:03298135,USGS:03298150,"CHENOWETH RUN AT RUCKRIEGAL PARKWAY, KY","CHENOWETH RUN AT GELHAUS LANE NEAR FERN CREEK, KY",10264014,4103.92,discharge,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,6357.0,0.9421,-0.1566,14.167234359999998,30.043860799999997,True,True,distinct,,shared_comid+records+source_area
USGS:05424500,USGS:05426067,"BEAVER LAKE NEAR HARTLAND, WI","BARK RIVER AT NAGAWICKA ROAD AT DELAFIELD, WI",13291814,4175.63,,gage_height,discharge,,,,8.10666244,92.98056919999999,False,True,distinct,,shared_comid+records+source_area
USGS:413658083344200,USGS:413745083314900,Maumee River nr Walbridge Park nr Holland OH,Maumee River at Fassett St at Toledo OH,15634581,4234.71,spec_cond,water_temp+spec_cond,water_temp+spec_cond,157.0,0.9038,-15.1667,,,False,True,distinct,,shared_comid+records+source_area
USGS:413704083335100,USGS:413849083315000,Maumee River at Rossford Marina at Rossford OH,Maumee River at Boers-Boyer Way at Toledo OH,15634581,4287.18,spec_cond,water_temp+spec_cond,water_temp+spec_cond,149.0,0.4168,-9.3229,,,True,True,distinct,,shared_comid+records+source_area
USGS:01589180,USGS:01589197,"GWYNNS FALLS AT GLYNDON, MD","GWYNNS FALLS NEAR DELIGHT, MD",11688596,4304.23,discharge,discharge,discharge,4174.0,0.9432,-0.0824,0.82879616,10.955649240000001,True,True,distinct,,shared_comid+records+source_area
USGS:01362312,USGS:01362342,STONY CLOVE CREEK AT EDGEWOOD NY,HOLLOW TREE BROOK AT LANESVILLE NY,6189746,4306.63,turbidity_fnu,turbidity_fnu,discharge+gage_height+turbidity_fnu,2164.0,0.6355,-0.1089,5.853372879999999,5.0504766,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01421614,USGS:01421618,TOWN BROOK TRIBUTARY SOUTHEAST OF HOBART NY,TOWN BROOK SOUTHEAST OF HOBART NY,2612794,4379.57,discharge,discharge,discharge,546.0,0.8542,-0.4914,1.96839088,37.036828400000005,True,True,distinct,,shared_comid+records+source_area
USGS:01362312,USGS:01362336,STONY CLOVE CREEK AT EDGEWOOD NY,STONY CLOVE CR AT JANSSEN RD AT LANESVILLE NY,6189746,4419.83,turbidity_fnu,turbidity_fnu,discharge+gage_height+turbidity_fnu,1523.0,0.5108,-2.4384,5.853372879999999,23.957389,True,True,weak_evidence,,shared_comid+records+source_area
USGS:05401063,USGS:05401067,"LAKE HURON NEAR PLAINFIELD, WI","PLAINFIELD LAKE NEAR PLAINFIELD, WI",14705032,4465.99,gage_height,gage_height,gage_height,1175.0,-0.0193,24.89,21.60049992,39.8858152,False,False,weak_evidence,,shared_comid+records+source_area
USGS:01465987,USGS:01465991,SB Mount Misery Brook near Woodmansie NJ,South Branch Mt Misery Bk in Byrne State Forest NJ,4492040,4466.76,water_temp,water_temp,water_temp,447.0,0.9757,0.4,,29.266864400000003,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362312,USGS:01362345,STONY CLOVE CREEK AT EDGEWOOD NY,HOLLOW TREE BROOK AT ST HWY 214 AT LANESVILLE NY,6189746,4491.47,turbidity_fnu,turbidity_fnu,turbidity_fnu,1520.0,0.1055,-11.8145,5.853372879999999,12.017544319999999,True,True,weak_evidence,,shared_comid+records+source_area
USGS:042085017,USGS:04208502,East Br Big Creek at Brookpark Rd nr Parma OH,Big Creek at Cleveland OH,15588372,4521.26,discharge,discharge,discharge,1230.0,0.9653,-0.2839,34.4468404,91.42657639999999,True,True,distinct,,shared_comid+records+source_area
USGS:01362342,USGS:01362350,HOLLOW TREE BROOK AT LANESVILLE NY,STONY CLOVE CREEK AT CHICHESTER NY,6189746,4544.21,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,1318.0,0.6872,-4.4984,5.0504766,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03352953,USGS:03353000,"WHITE RIVER AT MICHIGAN STREET AT INDIANAPOLIS, IN","WHITE RIVER AT INDIANAPOLIS, IN",18476879,4544.58,discharge,discharge,discharge+gage_height,6779.0,0.0802,-1.699,4200.960536,4234.63038,True,True,distinct,,shared_comid+records+source_area
USGS:07164480,USGS:07164500,"Arkansas Rv at SH 344 nr Tulsa, OK","Arkansas River at Tulsa, OK",369211,4548.48,gage_height,gage_height,discharge+gage_height+water_temp+diss_oxy,761.0,0.7645,1.7142,192819.42662399999,192850.50648,False,True,weak_evidence,,shared_comid+records+source_area
USGS:01362332,USGS:01362350,STONY CLOVE CREEK AT WRIGHT RD NEAR LANESVILLE NY,STONY CLOVE CREEK AT CHICHESTER NY,6189746,4561.04,turbidity_fnu,turbidity_fnu,turbidity_fnu,2046.0,0.6384,-2.4649,20.90120316,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:0110588364,USGS:011058837,"QUASHNET R. 0.6 MI DS OF JOHNS POND NR MASHPEE, MA","QUASHNET RIVER AT WAQUOIT VILLAGE, MA",5878731,4591.35,discharge,discharge+gage_height,discharge,950.0,0.8573,-0.2679,7.71816424,6.68216904,True,True,distinct,,shared_comid+records+source_area
USGS:04092677,USGS:413628087201401,"GRAND CALUMET RIVER AT INDUSTRIAL HWY AT GARY, IN","GRAND CALUMET RIVER AT BROADWAY ST AT GARY, IN",3398182,4662.52,water_temp,discharge+gage_height+water_temp+diss_oxy,water_temp+diss_oxy,189.0,0.9722,-0.7833,,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362322,USGS:01362349,MYRTLE BROOK AT STATE HWY 214 AT EDGEWOOD NY,STONY CLOVE CR ABOVE MOGGRE RD NEAR CHICHESTER NY,6189746,4701.79,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,2760.0,0.7816,-1.7391,4.68787828,42.475803199999994,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03293000,USGS:03293500,"M FK BEARGRASS AT OLD CANNONS LN AT LOUISVILLE, KY","M FK BEARGRASS CR AT LEXINGTON RD AT LOUISVILLE,KY",10163884,4734.43,discharge,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,6581.0,0.9294,-0.0578,48.95077319999999,64.2317024,True,True,distinct,,shared_comid+records+source_area
USGS:04092677,USGS:413611087201101,"GRAND CALUMET RIVER AT INDUSTRIAL HWY AT GARY, IN","CITY HALL WEST FLUME AT GARY, IN",3398182,4764.39,discharge,discharge+gage_height+water_temp+diss_oxy,discharge+gage_height+spec_cond,282.0,-0.108,14.4653,,,True,True,distinct,,shared_comid+records+source_area
USGS:04092677,USGS:413611087201001,"GRAND CALUMET RIVER AT INDUSTRIAL HWY AT GARY, IN","CITY HALL NORTH FLUME AT GARY, IN",3398182,4787.23,discharge,discharge+gage_height+water_temp+diss_oxy,discharge+gage_height+spec_cond,205.0,-0.0015,14.5147,,,True,True,distinct,,shared_comid+records+source_area
USGS:04092677,USGS:413611087201002,"GRAND CALUMET RIVER AT INDUSTRIAL HWY AT GARY, IN","CITY HALL SOUTH FLUME AT GARY, IN",3398182,4787.23,discharge,discharge+gage_height+water_temp+diss_oxy,discharge+gage_height+spec_cond,247.0,-0.1195,14.4802,,,True,True,distinct,,shared_comid+records+source_area
USGS:05054000,USGS:465414096462600,"RED RIVER OF THE NORTH AT FARGO, ND","RED RIVER FLOOD GAGE 5 AT FARGO, ND",6667867,4790.42,gage_height,discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,gage_height,169.0,0.9903,-261.787,17611.9184,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:04092677,USGS:413612087200901,"GRAND CALUMET RIVER AT INDUSTRIAL HWY AT GARY, IN","CITY HALL NORTHEAST FLUME AT GARY, IN",3398182,4806.73,discharge,discharge+gage_height+water_temp+diss_oxy,discharge+gage_height+spec_cond,284.0,-0.0215,14.5061,,,True,True,distinct,,shared_comid+records+source_area
USGS:04092677,USGS:413611087200901,"GRAND CALUMET RIVER AT INDUSTRIAL HWY AT GARY, IN","CITY HALL SOUTHEAST FLUME AT GARY, IN",3398182,4810.07,discharge,discharge+gage_height+water_temp+diss_oxy,discharge+gage_height+spec_cond,230.0,-0.0701,14.4982,,,True,True,distinct,,shared_comid+records+source_area
USGS:01362330,USGS:01362350,STONY CLOVE CREEK NEAR LANESVILLE NY,STONY CLOVE CREEK AT CHICHESTER NY,6189746,4932.77,turbidity_fnu,turbidity_fnu,turbidity_fnu,2136.0,0.7858,-3.9101,19.42491,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362342,USGS:01362352,HOLLOW TREE BROOK AT LANESVILLE NY,STONY CLOVE CR ABV WARNER CR AT CHICHESTER NY,6189746,5100.9,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,1024.0,0.6134,-3.6697,5.0504766,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362332,USGS:01362352,STONY CLOVE CREEK AT WRIGHT RD NEAR LANESVILLE NY,STONY CLOVE CR ABV WARNER CR AT CHICHESTER NY,6189746,5194.9,turbidity_fnu,turbidity_fnu,turbidity_fnu,1381.0,0.9156,-2.4427,20.90120316,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:05059465,USGS:05059500,"SHEYENNE RIVER DIV ON SHEYENNE ST AT W FARGO, ND","SHEYENNE RIVER AT WEST FARGO, ND",14828149,5220.82,discharge,discharge+gage_height,discharge+gage_height,183.0,0.9161,-12.4877,,13105.33928,True,True,distinct,,shared_comid+records+source_area
USGS:413658083344200,USGS:413849083315000,Maumee River nr Walbridge Park nr Holland OH,Maumee River at Boers-Boyer Way at Toledo OH,15634581,5245.77,spec_cond,water_temp+spec_cond,water_temp+spec_cond,137.0,0.4549,-24.125,,,False,True,distinct,,shared_comid+records+source_area
USGS:01362312,USGS:01362347,STONY CLOVE CREEK AT EDGEWOOD NY,STONY CLOVE CREEK AT LANESVILLE NY,6189746,5319.08,turbidity_fnu,turbidity_fnu,turbidity_fnu,2262.0,0.6207,-3.1576,5.853372879999999,39.8858152,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03288180,USGS:03288200,"CANE RUN CREEK AT CITATION BLVD NR LEXINGTON, KY","CANE RUN AT BEREA ROAD NEAR DONERAIL, KY",1825494,5445.35,discharge,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,discharge,0.0,,,14.34853352,51.5407612,True,True,sequential,2012-06-16..2026-02-21,shared_comid+records+source_area
USGS:01362354,USGS:0136235575,WARNER CR BLW SILVER HOLLOW NOTCH NR EDGEWOOD NY,WARNER CREEK NR CARL MOUNTAIN NR CHICHESTER NY,6189748,5457.72,turbidity_fnu,turbidity_fnu,turbidity_fnu,430.0,0.6672,-0.1685,6.03467204,18.28531528,True,True,weak_evidence,,shared_comid+records+source_area
USGS:04087120,USGS:04087142,"MENOMONEE RIVER AT WAUWATOSA, WI","MENOMONEE RIVER AT 16TH STREET AT MILWAUKEE, WI",12162512,5468.01,discharge,discharge+gage_height,discharge+gage_height+water_temp+turbidity_fnu+turbidity_ntu,4331.0,0.9006,-7.7579,318.56852399999997,378.138248,True,True,distinct,,shared_comid+records+source_area
USGS:04167000,USGS:04167150,"MIDDLE RIVER ROUGE NEAR GARDEN CITY, MI","MIDDLE RIVER ROUGE AT DEARBORN HEIGHTS, MI",10850156,5559.22,discharge,discharge,discharge+water_temp+spec_cond+turbidity_fnu+diss_oxy+ph,803.0,0.6833,-0.1316,258.7398012,284.89868,True,True,distinct,,shared_comid+records+source_area
USGS:01362330,USGS:01362352,STONY CLOVE CREEK NEAR LANESVILLE NY,STONY CLOVE CR ABV WARNER CR AT CHICHESTER NY,6189746,5568.67,turbidity_fnu,turbidity_fnu,turbidity_fnu,772.0,0.8708,-3.6497,19.42491,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:01362322,USGS:01362350,MYRTLE BROOK AT STATE HWY 214 AT EDGEWOOD NY,STONY CLOVE CREEK AT CHICHESTER NY,6189746,5736.38,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,1511.0,0.6463,-4.0582,4.68787828,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:04087000,USGS:040870115,"MILWAUKEE RIVER AT MILWAUKEE, WI","MILWAUKEE RIVER D/S E CHERRY ST AT MILWAUKEE, WI",12162648,5851.25,gage_height,discharge+gage_height+water_temp,gage_height+water_temp+turbidity_ntu,725.0,-0.1126,-0.9612,1781.911744,1802.631648,True,True,weak_evidence,,shared_comid+records+source_area
USGS:05451070,USGS:05451080,"South Fork Iowa River Headwaters nr Blairsburg, IA","South Fork Iowa River near Blairsburg, IA",6570914,5899.57,discharge,discharge,discharge+gage_height+water_temp+spec_cond+diss_oxy+ph,203.0,0.5702,-0.333,6.9929676,31.079856,True,True,distinct,,shared_comid+records+source_area
USGS:01362354,USGS:0136235580,WARNER CR BLW SILVER HOLLOW NOTCH NR EDGEWOOD NY,WARNER CREEK IN SILVER HOLLOW NEAR CHICHESTER NY,6189748,5902.51,turbidity_fnu,turbidity_fnu,turbidity_fnu,383.0,0.5845,-6.0552,6.03467204,18.80331288,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03353460,USGS:03353500,"EAGLE CREEK AT CLERMONT, IN","EAGLE CREEK AT INDIANAPOLIS, IN",18476791,6218.38,discharge,discharge,discharge,6799.0,0.9883,-0.1444,424.758032,450.657912,True,True,distinct,,shared_comid+records+source_area
USGS:01362354,USGS:0136235585,WARNER CR BLW SILVER HOLLOW NOTCH NR EDGEWOOD NY,WARNER CREEK IN SILVER HOLLOW NEAR PHOENICIA NY,6189748,6300.88,turbidity_fnu,turbidity_fnu,turbidity_fnu,0.0,,,6.03467204,19.1659112,True,True,sequential,2018-11-15..2018-12-19,shared_comid+records+source_area
USGS:05059460,USGS:05059500,"SHEYENNE RIVER ON 32ND AVE E AT WEST FARGO, ND","SHEYENNE RIVER AT WEST FARGO, ND",14828149,6349.04,discharge,discharge+gage_height,discharge+gage_height,183.0,0.9182,-6.5129,,13105.33928,True,True,distinct,,shared_comid+records+source_area
USGS:01362322,USGS:01362352,MYRTLE BROOK AT STATE HWY 214 AT EDGEWOOD NY,STONY CLOVE CR ABV WARNER CR AT CHICHESTER NY,6189746,6372.42,turbidity_fnu,discharge+gage_height+turbidity_fnu,turbidity_fnu,1652.0,0.8902,-2.2479,4.68787828,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03352988,USGS:03353120,"POGUES RUN AT VERMONT STREET AT INDIANAPOLIS, IN","PLEASANT RUN AT ARLINGTON AV AT INDIANAPOLIS, IN",18476797,6426.75,discharge,discharge,discharge,6801.0,0.8551,-0.0062,25.22648312,19.63210904,False,True,distinct,,shared_comid+records+source_area
USGS:01362312,USGS:01362349,STONY CLOVE CREEK AT EDGEWOOD NY,STONY CLOVE CR ABOVE MOGGRE RD NEAR CHICHESTER NY,6189746,6470.48,turbidity_fnu,turbidity_fnu,turbidity_fnu,1975.0,0.4877,-3.081,5.853372879999999,42.475803199999994,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03353451,USGS:03353500,"EAGLE CREEK BELOW RESERVOIR AT INDIANAPOLIS, IN","EAGLE CREEK AT INDIANAPOLIS, IN",18476791,6722.5,discharge,discharge,discharge,3186.0,0.2737,-0.1699,419.578056,450.657912,True,True,distinct,,shared_comid+records+source_area
USGS:07374525,USGS:295124089542100,"Mississippi River at Belle Chasse, LA","Caernarvon Outfall Channel at Caernarvon, LA",22798749,6785.07,discharge,discharge+gage_height+turbidity_fnu,discharge+gage_height+water_temp+spec_cond,260.0,0.553,10935.2468,2926686.44,,True,False,distinct,,shared_comid+records+source_area
USGS:073745245,USGS:07374525,"Caernarvon Canal Sector Gate at Caernarvon, La","Mississippi River at Belle Chasse, LA",22798749,6848.25,gage_height,gage_height,discharge+gage_height+turbidity_fnu,958.0,0.2648,-2.3961,,2926686.44,False,True,weak_evidence,,shared_comid+records+source_area
USGS:01362354,USGS:01362356,WARNER CR BLW SILVER HOLLOW NOTCH NR EDGEWOOD NY,WARNER CREEK AT SILVER HOLLOW RD NR CHICHESTER NY,6189748,6919.57,turbidity_fnu,turbidity_fnu,turbidity_fnu,430.0,0.6669,-5.738,6.03467204,22.2738968,True,True,weak_evidence,,shared_comid+records+source_area
USGS:03353633,USGS:03353637,"DERBYSHIRE CK ABOVE MCFARLAND RD AT SOUTHPORT, IN","LITTLE BUCK CREEK NEAR INDIANAPOLIS, IN",18476509,6919.76,,water_temp,discharge,,,,0.67339688,44.029796,True,True,distinct,,shared_comid+records+source_area
USGS:01362354,USGS:01362357,WARNER CR BLW SILVER HOLLOW NOTCH NR EDGEWOOD NY,WARNER CREEK NEAR CHICHESTER NY,6189748,6999.05,turbidity_fnu,turbidity_fnu,discharge+gage_height+turbidity_fnu,0.0,,,6.03467204,22.55879548,True,True,sequential,2018-11-15..2020-08-15,shared_comid+records+source_area
USGS:06800500,USGS:411351096164101,"Elkhorn River at Waterloo, Nebr.","Elkhorn River at Center St Bridge near Venice, NE",24750511,7013.51,water_temp,nitrate+discharge+gage_height+water_temp+spec_cond+turbidity_fnu+diss_oxy,water_temp,47.0,0.9931,-0.4,17870.9172,,True,True,weak_evidence,,shared_comid+records+source_area
USGS:02011460,USGS:02011470,"BACK CREEK NEAR SUNRISE, VA","BACK CREEK AT SUNRISE, VA",8520739,7207.47,discharge,discharge,discharge+water_temp,6801.0,0.9368,-0.2549,157.73026919999998,195.80309279999997,True,True,distinct,,shared_comid+records+source_area
USGS:01362354,USGS:01362358,WARNER CR BLW SILVER HOLLOW NOTCH NR EDGEWOOD NY,WARNER CREEK AT CHICHESTER NY,6189748,7285.82,turbidity_fnu,turbidity_fnu,turbidity_fnu,0.0,,,6.03467204,23.309891999999998,True,True,sequential,2018-11-15..2024-06-20,shared_comid+records+source_area
USGS:01362312,USGS:01362350,STONY CLOVE CREEK AT EDGEWOOD NY,STONY CLOVE CREEK AT CHICHESTER NY,6189746,7500.62,turbidity_fnu,turbidity_fnu,turbidity_fnu,1333.0,0.705,-5.1093,5.853372879999999,45.32479,True,True,weak_evidence,,shared_comid+records+source_area
