config,stage,seed,k,lofo_prauc
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,390,0.7496739594500843
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,400,0.74976374893104
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,410,0.7495447925330915
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,420,0.7498662047523728
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,430,0.7499132769099639
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,440,0.7491938553382986
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,450,0.748909507263554
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,460,0.7489308830972821
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,470,0.7482259396487533
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,480,0.7480483316388822
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,490,0.7480553267670723
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,500,0.7483184707083924
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,550,0.7471338263146284
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,600,0.7471559081400768
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,650,0.7463870310575171
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,700,0.7457697987003674
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,750,0.7452025154954571
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,800,0.7444148647494491
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,850,0.7443182859047072
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,900,0.7439948936712004
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,950,0.7442670015429804
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,1000,0.7440195552838782
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,1050,0.7441882368486501
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,1100,0.7443955895191315
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,1150,0.7437008180724431
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,1200,0.7429810140349835
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,1250,0.742433125693346
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,1300,0.7415642079843118
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,1350,0.7416534591184772
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,1400,0.7413284407178223
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,1450,0.7410226550362978
"lr=0.05, depth=3, lam=0.02(44)",STAGE 2/6 depth+lam,42,1500,0.7404414354553213
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,50,0.7117145369221707
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,100,0.7267218992805085
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,150,0.7371371646387747
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,200,0.7408635783947196
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,250,0.7429588428406776
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,300,0.7450802019964982
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,350,0.746726474077466
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,400,0.7470228517666838
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,450,0.7467047042526038
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,460,0.7468954522316326
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,470,0.7463506989390162
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,480,0.746485702888785
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,490,0.7468042489883001
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,500,0.7472423412128112
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,510,0.7472701290129659
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,520,0.7474353850734755
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,530,0.747401471279735
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,540,0.7471964635560201
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,550,0.747174123739842
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,600,0.7469369842727229
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,610,0.7471236943228945
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,620,0.7472557530798614
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,630,0.7470692509898054
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,640,0.747138867475854
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,650,0.7473570442059094
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,660,0.7470454305651425
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,670,0.7470961563560761
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,680,0.7472512370430647
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,690,0.7471682760035941
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,700,0.7470682785717861
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,750,0.7464444370953014
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,800,0.7462002248857886
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,850,0.7459939352866303
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,900,0.7454817810501976
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,950,0.7455333833652705
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,1000,0.745031241137447
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,1050,0.7444434153554355
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,1100,0.7440526604453805
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,1150,0.7433550558174483
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,1200,0.7429501172023153
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,1250,0.7427501355110482
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,1300,0.7422055446341754
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,1350,0.7416521727336506
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,1400,0.7412841083706322
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,1450,0.7409993043087533
"lr=0.05, depth=3, lam=0.1(220)",STAGE 2/6 depth+lam,42,1500,0.740946599989683
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,50,0.6969150893650042
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,100,0.7178718712355225
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,150,0.7298870750467373
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,200,0.7353556724911661
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,250,0.7396484592938991
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,300,0.7411548613132499
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,350,0.7428144570521724
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,400,0.7439872437944578
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,450,0.7454227703559164
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,500,0.7455069266569666
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,510,0.7455849925987653
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,520,0.7460650673893279
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,530,0.7464633816427054
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,540,0.746430988435472
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,550,0.7462867999233218
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,560,0.7461087367476094
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,570,0.7460777874138139
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,580,0.7461183053835947
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,590,0.746054309370528
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,600,0.7458901060877877
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,610,0.746376337229405
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,620,0.7461528801434607
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,630,0.7463765792010271
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,640,0.7467734393229815
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,650,0.7465673061516013
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,660,0.7461801472772668
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,670,0.7464829909828241
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,680,0.7461860184886195
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,690,0.7462364091592574
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,700,0.7459429011467631
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,750,0.7453880886595797
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,800,0.7455095252065672
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,850,0.7460649951927533
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,900,0.7451847490422246
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,950,0.7451580996394933
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,1000,0.7453747017995368
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,1050,0.7452356939421498
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,1100,0.7450735236529351
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,1150,0.7446639706357585
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,1200,0.7440546656093028
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,1250,0.7437522038999921
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,1300,0.7435341913472375
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,1350,0.7431388492432106
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,1400,0.7427040204398188
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,1450,0.7429433887625337
"lr=0.05, depth=3, lam=0.3(659)",STAGE 2/6 depth+lam,42,1500,0.7425361990746412
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,50,0.7290368884161804
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,100,0.7421394572823335
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,150,0.7482895251161754
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,200,0.7526643879562492
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,210,0.7529429966949202
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,220,0.7532095316292592
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,230,0.7539553289565456
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,240,0.7536876594656812
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,250,0.7530338339690127
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,260,0.7530713141297519
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,270,0.7530246540882385
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,280,0.7535772186272738
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,290,0.7536007588760346
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,300,0.7532125689471931
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,310,0.7523698793518563
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,320,0.7523486710819339
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,330,0.7523212623817278
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,340,0.7516919517700803
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,350,0.752414352737619
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,400,0.7511872884454365
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,450,0.7503069548548633
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,500,0.7504671358636992
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,550,0.7500535152202387
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,600,0.749916920961579
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,650,0.7495885494394778
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,700,0.7500836906639557
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,750,0.7494528680616367
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,800,0.7496289833405756
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,850,0.7484996890606942
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,900,0.7479884583270238
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,950,0.7470403789506285
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,1000,0.7465359187235311
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,1050,0.7472053799873177
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,1100,0.7474737804682239
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,1150,0.7477231605702666
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,1200,0.7472688507199328
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,1250,0.7469108309478586
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,1300,0.7466344462240839
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,1350,0.7457350088958224
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,1400,0.7450584346638579
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,1450,0.7447810691440825
"lr=0.05, depth=4, lam=0.002(2)",STAGE 2/6 depth+lam,42,1500,0.744844780684295
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,50,0.7253759548758507
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,100,0.7388375538032526
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,150,0.7450118274414126
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,200,0.748280337477897
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,250,0.749294813626248
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,300,0.7497453716410754
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,350,0.7496768140864004
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,360,0.7501013397516552
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,370,0.7501911912950475
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,380,0.7505701477056181
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,390,0.7505600746270362
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,400,0.7506171216312272
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,410,0.7506081566197944
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,420,0.7502741088523794
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,430,0.7504326251678716
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,440,0.7502667453485158
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,450,0.75031727987415
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,460,0.7501123406933339
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,470,0.7498875015439888
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,480,0.7497234472564096
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,490,0.7497329809697197
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,500,0.7498636963768138
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,550,0.7497578702301899
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,600,0.7493780869387741
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,650,0.7493068175282577
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,700,0.7486366895546867
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,750,0.748458619941633
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,800,0.7484651480410752
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,850,0.7480043687780671
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,900,0.7478028706451223
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,950,0.747180620139934
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,1000,0.7466793888732906
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,1050,0.7472576388894964
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,1100,0.7465820538365202
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,1150,0.7463725699625403
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,1200,0.7456212336848218
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,1250,0.745359824135625
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,1300,0.7448824788364171
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,1350,0.7448297085776991
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,1400,0.7444228943235534
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,1450,0.7445094532809073
"lr=0.05, depth=4, lam=0.02(22)",STAGE 2/6 depth+lam,42,1500,0.744547815018772
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,50,0.7242845868762248
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,100,0.7377728657407984
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,150,0.745393377193236
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,200,0.7473853232046224
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,210,0.7481816153455361
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,220,0.7487235503239263
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,230,0.7484706918656796
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,240,0.7490353206450773
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,250,0.7485943661350808
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,260,0.7495801752660204
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,270,0.7498348354925815
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,280,0.7495133940321076
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,290,0.7493449551631117
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,300,0.748698315629302
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,310,0.7483862333220369
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,320,0.7479976714893304
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,330,0.7479336985364298
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,340,0.7477168071053021
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,350,0.7470954066409223
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,400,0.747041577239297
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,450,0.7465339252720001
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,500,0.7457756275511026
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,550,0.7455736042586337
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,600,0.7445989904152177
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,650,0.7450390871162142
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,700,0.7439160305748771
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,750,0.7435222448740841
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,800,0.7430235176417461
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,850,0.7424561766185372
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,900,0.7419519228275181
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,950,0.7414567686359765
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,1000,0.741748450359883
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,1050,0.7421543277192539
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,1100,0.7420256026456526
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,1150,0.7416089981879561
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,1200,0.741014891495793
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,1250,0.7404977910818966
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,1300,0.7397004788771635
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,1350,0.739409389476852
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,1400,0.7392129782832602
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,1450,0.7393885587100267
"lr=0.05, depth=4, lam=0.1(110)",STAGE 2/6 depth+lam,42,1500,0.7392242053480146
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,50,0.7210863927827605
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,100,0.7348745677268925
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,150,0.7440728644598765
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,200,0.7487985227564136
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,250,0.7511443826810228
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,260,0.7514913740110272
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,270,0.7517261279446945
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,280,0.7519362966988192
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,290,0.751898613772663
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,300,0.7521873048738219
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,310,0.752249655492178
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,320,0.7520482573150793
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,330,0.752576303967555
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,340,0.7523358296207351
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,350,0.752347831227287
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,360,0.7526558905188223
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,370,0.7518708683628357
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,380,0.7519898657269346
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,390,0.7516259789749397
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,400,0.751214402830601
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,450,0.7509455124350101
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,500,0.7511765398372264
"lr=0.05, depth=4, lam=0.3(330)",STAGE 2/6 depth+lam,42,550,0.7502010784098407
