config,stage,seed,k,lofo_prauc
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,1050,0.7459393087136775
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,1100,0.7460361540251501
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,1150,0.7461292895533334
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,1200,0.7456201261799037
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,1250,0.7452880095409934
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,1300,0.7450184225721153
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,1350,0.7443598689542723
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,1400,0.7440008947419927
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,1450,0.7436098569199567
"lr=0.05, depth=6, lam=0.02(5)",STAGE 2/6 depth+lam,42,1500,0.7437092520744832
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,50,0.7312772129025932
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,100,0.7442926603474472
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,150,0.7451321022478892
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,200,0.7463053553578599
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,250,0.7458461161238699
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,300,0.745904175042356
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,310,0.7465064713775529
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,320,0.7463438797937085
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,330,0.7468573991683709
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,340,0.7463034014188605
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,350,0.7465779623213461
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,360,0.7465888410782929
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,370,0.7469661804430654
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,380,0.7467316094600674
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,390,0.7470586536207996
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,400,0.7467067558206482
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,410,0.7464685761292793
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,420,0.7462226530713284
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,430,0.7460442204335962
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,440,0.7459150373429041
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,450,0.7455914927287831
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,500,0.7450671482223884
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,550,0.7444429962864378
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,600,0.7438946329622756
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,650,0.7440718523832874
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,700,0.7436694353087648
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,750,0.7434743122781396
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,800,0.7430297083990831
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,850,0.7422437083841883
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,900,0.7425307417097409
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,950,0.7422575427729419
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,1000,0.7417508351221661
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,1050,0.74140739559963
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,1100,0.740887266740336
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,1150,0.7406373172711805
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,1200,0.7403042213762294
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,1250,0.7401923571486192
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,1300,0.7400491570030492
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,1350,0.7396145580719128
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,1400,0.739571598695892
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,1450,0.7394730602010594
"lr=0.05, depth=6, lam=0.1(27)",STAGE 2/6 depth+lam,42,1500,0.7388968734910449
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,50,0.7317617384119093
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,100,0.7463788199990338
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,110,0.7471723184116874
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,120,0.7482517120562382
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,130,0.7492127587920869
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,140,0.7484414779199899
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,150,0.748841783191559
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,160,0.748999570070547
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,170,0.74856118271696
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,180,0.7482214634857407
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,190,0.7487510554607009
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,200,0.7489362100573121
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,210,0.7487641845738503
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,220,0.748754658446698
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,230,0.7485885796889657
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,240,0.7484102277191111
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,250,0.7485627781550166
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,300,0.7485530189958274
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,350,0.7479549617816177
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,400,0.7475938229907928
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,450,0.7474468375527423
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,500,0.746555332958844
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,550,0.7460958960373055
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,600,0.7460015119837471
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,650,0.7459911147247694
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,700,0.7455941746604133
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,750,0.7450589636735706
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,800,0.7444712284621047
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,850,0.7447242886116333
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,900,0.7442494960153468
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,950,0.7443345268430206
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,1000,0.7443058348585988
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,1050,0.7438004180956496
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,1100,0.7434924284001553
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,1150,0.7433246149074965
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,1200,0.7427902097156995
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,1250,0.7423480959866741
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,1300,0.7419522949169173
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,1350,0.7415527717221374
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,1400,0.7410260286896148
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,1450,0.7409606336485608
"lr=0.05, depth=6, lam=0.3(82)",STAGE 2/6 depth+lam,42,1500,0.7406474661678248
DEFAULT (inherited),STAGE 3/6 mcw,42,50,0.7277931571685125
DEFAULT (inherited),STAGE 3/6 mcw,42,100,0.7455371961668343
DEFAULT (inherited),STAGE 3/6 mcw,42,150,0.7508805375905334
DEFAULT (inherited),STAGE 3/6 mcw,42,160,0.7515352760994073
DEFAULT (inherited),STAGE 3/6 mcw,42,170,0.7523768935880709
DEFAULT (inherited),STAGE 3/6 mcw,42,180,0.753421743623176
DEFAULT (inherited),STAGE 3/6 mcw,42,190,0.7536554207595837
DEFAULT (inherited),STAGE 3/6 mcw,42,200,0.753840526840261
DEFAULT (inherited),STAGE 3/6 mcw,42,210,0.7532118998804949
DEFAULT (inherited),STAGE 3/6 mcw,42,220,0.7544350115479649
DEFAULT (inherited),STAGE 3/6 mcw,42,230,0.7534631578818854
DEFAULT (inherited),STAGE 3/6 mcw,42,240,0.7539478579087452
DEFAULT (inherited),STAGE 3/6 mcw,42,250,0.7527050862144329
DEFAULT (inherited),STAGE 3/6 mcw,42,300,0.7532456432877903
DEFAULT (inherited),STAGE 3/6 mcw,42,310,0.7536302484467928
DEFAULT (inherited),STAGE 3/6 mcw,42,320,0.7536261564323975
DEFAULT (inherited),STAGE 3/6 mcw,42,330,0.7536332699275695
DEFAULT (inherited),STAGE 3/6 mcw,42,340,0.7535316892105708
DEFAULT (inherited),STAGE 3/6 mcw,42,350,0.7538572792443885
DEFAULT (inherited),STAGE 3/6 mcw,42,360,0.7536581760352191
DEFAULT (inherited),STAGE 3/6 mcw,42,370,0.7535935892606983
DEFAULT (inherited),STAGE 3/6 mcw,42,380,0.7538323774649879
DEFAULT (inherited),STAGE 3/6 mcw,42,390,0.7535651219542056
DEFAULT (inherited),STAGE 3/6 mcw,42,400,0.753486498175459
DEFAULT (inherited),STAGE 3/6 mcw,42,450,0.7525837132204284
DEFAULT (inherited),STAGE 3/6 mcw,42,500,0.7504807338636782
DEFAULT (inherited),STAGE 3/6 mcw,42,550,0.7513415332149603
DEFAULT (inherited),STAGE 3/6 mcw,42,600,0.7511228792256988
DEFAULT (inherited),STAGE 3/6 mcw,42,650,0.7510208349877253
DEFAULT (inherited),STAGE 3/6 mcw,42,700,0.7504280942175837
DEFAULT (inherited),STAGE 3/6 mcw,42,750,0.7504084572590219
DEFAULT (inherited),STAGE 3/6 mcw,42,800,0.75069878246913
DEFAULT (inherited),STAGE 3/6 mcw,42,850,0.7507111237631877
DEFAULT (inherited),STAGE 3/6 mcw,42,900,0.7502613369811131
DEFAULT (inherited),STAGE 3/6 mcw,42,950,0.7489715744094247
DEFAULT (inherited),STAGE 3/6 mcw,42,1000,0.749146191110353
DEFAULT (inherited),STAGE 3/6 mcw,42,1050,0.7491954635042741
DEFAULT (inherited),STAGE 3/6 mcw,42,1100,0.749228172401727
DEFAULT (inherited),STAGE 3/6 mcw,42,1150,0.7489554472824986
DEFAULT (inherited),STAGE 3/6 mcw,42,1200,0.7489828754854692
DEFAULT (inherited),STAGE 3/6 mcw,42,1250,0.7482760955213695
DEFAULT (inherited),STAGE 3/6 mcw,42,1300,0.7475450039099132
DEFAULT (inherited),STAGE 3/6 mcw,42,1350,0.7475842881214356
DEFAULT (inherited),STAGE 3/6 mcw,42,1400,0.7476964095381742
DEFAULT (inherited),STAGE 3/6 mcw,42,1450,0.7474116709650135
DEFAULT (inherited),STAGE 3/6 mcw,42,1500,0.7471589281581429
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,50,0.727870341590201
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,100,0.7437784217707201
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,150,0.7498330165871196
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,200,0.7523854651120309
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,210,0.7522131460926872
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,220,0.7534768250990725
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,230,0.7532584040863902
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,240,0.7543919917908158
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,250,0.7546092941961354
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,260,0.7539993684943255
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,270,0.7541885736081246
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,280,0.7543316008177723
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,290,0.7538161853802631
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,300,0.753564253480075
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,310,0.7529954712219273
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,320,0.7529010964858673
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,330,0.752863148344938
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,340,0.7523372983258645
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,350,0.7531563589208192
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,400,0.7523615887757638
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,450,0.7509301712336585
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,500,0.7499596889294649
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,550,0.7500488455573862
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,600,0.7501888509699779
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,650,0.7500518626593512
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,700,0.7491503723551758
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,750,0.7492550622551387
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,800,0.749028838840978
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,850,0.7481876519992378
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,900,0.7478953066767862
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,950,0.746803867659453
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,1000,0.7468385679093756
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,1050,0.747025307734012
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,1100,0.7474898816170856
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,1150,0.7476054358952765
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,1200,0.7475413515330362
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,1250,0.7466013877446726
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,1300,0.746687866558246
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,1350,0.7463776181053472
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,1400,0.7458995677871366
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,1450,0.7453444155115926
"depth=4, lr=0.05, mcw=0.002(2)",STAGE 3/6 mcw,42,1500,0.7455113827977629
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,50,0.728669512266236
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,100,0.7439295301975954
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,150,0.7505983859825318
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,200,0.7541160560666156
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,250,0.7552075673202726
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,300,0.7556017102916207
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,310,0.755556829947746
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,320,0.7560074588987473
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,330,0.755889313212577
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,340,0.7557218550346827
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,350,0.7566477083535773
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,360,0.7559456457409497
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,370,0.7556397549519578
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,380,0.7558417065995098
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,390,0.7558410948330574
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,400,0.7556919144694618
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,410,0.7552821324120975
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,420,0.7551345024640999
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,430,0.7556454430981762
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,440,0.755410606877224
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,450,0.7545885065762874
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,500,0.7535300834836886
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,550,0.7526193810430448
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,600,0.7528003155359684
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,650,0.7521915287219519
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,700,0.7509918232785638
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,750,0.7504698823675808
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,800,0.7501423031428626
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,850,0.7499554885873206
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,900,0.7493522247292024
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,950,0.7490134772376917
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,1000,0.7488611788504215
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,1050,0.7484195253082235
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,1100,0.7479825288214085
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,1150,0.7478871940161186
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,1200,0.7473456098492047
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,1250,0.7466331967517617
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,1300,0.7456189489655626
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,1350,0.7445914993871369
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,1400,0.7452964127399246
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,1450,0.7447855133505398
"depth=4, lr=0.05, mcw=0.02(22)",STAGE 3/6 mcw,42,1500,0.7449341261388344
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,50,0.7247729749020522
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,100,0.7392346905913907
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,150,0.7446871003326572
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,200,0.7443747329814149
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,250,0.746285438208983
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,300,0.7467786227413674
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,310,0.746301719924701
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,320,0.7462518742016342
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,330,0.7466885056738506
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,340,0.7467201189260151
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,350,0.7474376387311183
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,360,0.7476218110930237
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,370,0.7470988198358774
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,380,0.7472967309040232
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,390,0.7477001947873774
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,400,0.7469400863042354
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,410,0.7465624161591757
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,420,0.7465224556140048
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,430,0.7461648348954915
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,440,0.7455079582089876
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,450,0.744887716018158
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,500,0.744300646088036
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,550,0.7447329854761524
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,600,0.7441909313139246
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,650,0.7441832527894608
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,700,0.7429817362556975
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,750,0.7430315301196502
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,800,0.7424686055106013
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,850,0.7422178386417669
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,900,0.7413141762969966
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,950,0.7407854050161994
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,1000,0.7406774568131964
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,1050,0.7405798564981936
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,1100,0.739903720136782
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,1150,0.7395093983935608
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,1200,0.738794611355279
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,1250,0.7383236091563204
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,1300,0.7381276960538878
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,1350,0.7373805766853441
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,1400,0.7379666937994686
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,1450,0.7371617567482993
"depth=4, lr=0.05, mcw=0.1(110)",STAGE 3/6 mcw,42,1500,0.7371711326495648
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,50,0.7246685797709072
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,100,0.7438801073566347
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,150,0.7512545272139884
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,160,0.7519855298234367
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,170,0.7525112941550196
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,180,0.7527220248475496
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,190,0.7532636775545234
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,200,0.7528809287781237
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,210,0.7527369983119844
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,220,0.7530202131435697
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,230,0.7524694693283311
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,240,0.7524946306587006
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,250,0.7531191259094951
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,260,0.7531028442874357
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,270,0.7525594225848175
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,280,0.7523827683992633
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,290,0.7519285138741711
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,300,0.751740468165643
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,350,0.7510211181277697
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,400,0.7494369275882653
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,450,0.7486386897317486
"depth=4, lr=0.05, mcw=0.3(330)",STAGE 3/6 mcw,42,500,0.7488250838892138
