monitoring_location_id,lat,lon,dist_km,nearest_uid,nearest_src,overlap_yr,families
USGS-05444000,41.90275,-89.6963888888889,38.116684976525946,USGS-05420400,USGS,4.6606776180698155,discharge+stage
USGS-05565900,40.66225,-89.10077777777778,38.47331604204925,USGS-05559900,USGS,2.370493953912877,water_temp
USGS-06610670,41.137388888888886,-95.88253333333333,38.74020755557335,USGS-06808500,USGS,5.9071412274697375,stage
USGS-410722095542601,41.122875,-95.90724166666668,38.95956004046805,USGS-06808500,USGS,1.3262795649859305,stage
USGS-06896370,40.4272186353688,-94.1755098673106,39.10460783484052,WQS0036,IWQIS,3.243754277891855,discharge+stage
USGS-06903700,40.8004444444444,-93.1926861111111,39.277767156386965,USGS-06899900,USGS,5.947809719370294,discharge+stage
USGS-06483350,43.5432990705693,-95.8164060446953,39.279490027280495,USGS-06603750,USGS,1.4153547798311659,discharge+stage
USGS-410800095542601,41.13331111111111,-95.90570277777779,39.70446818220584,USGS-06808500,USGS,1.2119457753441327,stage
USGS-06811500,40.392622,-95.814083,39.732292031341,WQS0044,IWQIS,9.624857403604837,discharge+stage
MO005-403452092292901,40.58091666666667,-92.49175,39.82698751438972,WQS0049,IWQIS,1.2068408243972926,groundwater
USGS-05471500,41.3557027777778,-92.6573555555556,39.8924893214525,WQS0059,IWQIS,1.6677751159784016,discharge+stage
USGS-06610710,41.45113333333334,-96.19040555555556,40.015691206199804,WQS0040,IWQIS,10.096661343067915,stage
USGS-06815530,40.4088846249022,-95.2735892089475,40.036579886803786,WQS0044,IWQIS,9.161675792835988,discharge+stage
USGS-06610795,41.11779166666667,-95.93690277777777,40.363041325420006,USGS-06808500,USGS,10.392767510837327,discharge+stage
USGS-06896400,40.2486111111111,-94.3602777777778,40.383336778342986,USGS-06819550,USGS,4.354380561259411,discharge+stage
USGS-06799500,41.712572,-96.52235,40.389383339832555,WQS0066,IWQIS,8.408348543615485,discharge+stage
USGS-05570000,40.4900805555556,-90.3400944444444,40.390291053612586,USGS-05568705,USGS,4.127053388090349,discharge+stage+water_temp
USGS-05568800,41.0186944444444,-89.8357222222222,40.56180211034478,USGS-05559900,USGS,3.1058920830481402,discharge+stage
USGS-06610742,41.36467777777778,-96.10032222222222,40.61521602822498,WQS0040,IWQIS,10.096661343067915,stage
USGS-05448600,43.1557926109116,-93.6893825196968,40.61637690906744,WQS0108,IWQIS,1.3664632291429006,discharge+stage
USGS-05468500,41.0139260695915,-90.7459718163224,40.85084416431029,USGS-05465500,USGS,15.580538443988166,discharge+stage
USGS-05584500,40.3315277777778,-90.8961944444444,41.094434083084934,USGS-05474500,USGS,3.2784622404745605,discharge+stage
USGS-06479010,42.8172187106219,-96.92421059609,41.345358376620425,USGS-06478513,USGS,7.235312571298198,discharge+stage
USGS-05407200,43.107485086155,-90.7051266225012,41.34953084315381,WQS0111,IWQIS,2.7383717392957956,stage
USGS-05443000,41.787175,-89.677075,41.492332568334376,USGS-05420400,USGS,4.6606776180698155,stage
USGS-06819025,40.061382167474,-94.7005200700835,41.55999412961721,USGS-06819550,USGS,2.7959730778006247,discharge+stage
USGS-06813000,40.3394166666667,-95.4068333333333,41.60262831451552,WQS0044,IWQIS,9.624857403604837,discharge+stage
USGS-06483353,43.543513,-95.84762,41.733475590646684,USGS-06603750,USGS,1.4153547798311659,discharge+stage
USGS-06610505,41.189166666666665,-95.8625,42.30321190979366,USGS-06808500,USGS,7.747062514259671,diss_oxy+ph+spec_cond+turbidity+water_temp
USGS-06897000,40.2972222222222,-94.0262222222222,42.42758603369719,WQS0036,IWQIS,3.243754277891855,discharge+stage
USGS-05460100,43.1485710842039,-93.2688154874782,42.59512489052175,WQS0008,IWQIS,10.467221841965168,discharge+stage
MO005-400251094485901,40.0476944444444,-94.8163055555556,42.797933845210295,USGS-06819550,USGS,4.354380561259411,groundwater
USGS-06610750,41.31077222222222,-96.0475,42.91751715382079,WQS0040,IWQIS,10.096661343067915,discharge+stage
USGS-05488500,41.2813611111111,-92.8608222222222,43.698973814933034,WQS0046,IWQIS,9.97637843181991,discharge+stage
USGS-05384800,43.825723,-91.587604,44.05666456268689,WQS0091,IWQIS,2.9985968514716266,stage
USGS-06610000,41.2590555555556,-95.92325,44.144139072393685,WQS0040,IWQIS,10.096661343067915,discharge+stage+water_temp
USGS-05476590,43.1264722222222,-94.7072222222222,44.194127939560964,USGS-06604440,USGS,3.3319644079397674,discharge+stage
USGS-05568830,40.9569816280461,-89.9762231342057,44.198587636718734,USGS-05559900,USGS,3.1058920830481402,water_temp
USGS-06610720,41.37886944444445,-96.18214444444445,44.289775929163234,WQS0040,IWQIS,10.096661343067915,discharge+stage
USGS-06897500,39.9269517182671,-93.9427224537933,44.55845850718891,USGS-06900050,USGS,5.948323066392882,discharge+stage
USGS-06466700,42.855833,-97.885,44.77063213218573,USGS-06478513,USGS,7.235312571298198,stage+water_temp
MO005-401057091494501,40.18336111111111,-91.82977777777778,45.157565940311045,USGS-05474500,USGS,3.2784622404745605,groundwater
USGS-06903900,40.8218611111111,-92.8909722222222,45.39428947974063,WQS0115,IWQIS,3.9399574112099778,discharge+stage
