Row,site_uid,decision,decided_by,note,criterion_version,question,station_name,site_type,site_type_source,site_type_conflict,ambiguity,snap_status,snap_dist_m,source
273,USGS:393340075272201,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",331226-- Obs 7,well,human_review,nhd_tidal,conflict_tidal,ok,206.33,USGS
274,USGS:394808075172403,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",150727-- Swedesboro Rd 3 Obs,well,human_review,nhd_tidal,conflict_tidal,ok,33.34,USGS
275,USGS:395206075111801,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",150772-- National Park 3-OW-Al,well,human_review,nhd_tidal,conflict_tidal,far,725.41,USGS
276,USGS:395902075032501,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",070539-- TW-6-79,well,human_review,nhd_tidal,conflict_tidal,far,685.05,USGS
277,USGS:401330074001201,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?",Sunset Lake east of Heck St at Asbury Park NJ,lake,human_review,nhd_tidal,conflict_tidal,ok,460.15,USGS
278,USGS:401336074002901,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?",Sunset Lake outlet at Bond St at Asbury Park NJ,lake,human_review,nhd_tidal,conflict_tidal,far,894.69,USGS
279,USGS:401345074010601,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?",Deal Lake at Sunset Ave at Asbury Park NJ,lake,human_review,nhd_tidal,conflict_tidal,far,1725.75,USGS
280,USGS:401347074003501,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?",Deal lake at Railroad Bridge at Asbury Park NJ,lake,human_review,nhd_tidal,conflict_tidal,far,1107.99,USGS
281,USGS:401349074000601,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?",Deal lake DS of Park Ave at Asbury Park NJ,lake,human_review,nhd_tidal,conflict_tidal,ok,438.34,USGS
282,USGS:401350073595201,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?",Deal Lake at Flume House at Asbury Park NJ,lake,human_review,nhd_tidal,conflict_tidal,ok,111.2,USGS
283,USGS:401352074002701,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?",Deal Lake 150 ft east of Main St at Interlaken NJ,lake,human_review,nhd_tidal,conflict_tidal,far,942.1,USGS
284,USGS:402548073592301,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",251236-- GWW31,well,human_review,nhd_tidal,conflict_tidal,far,666.36,USGS
285,USGS:402548073592302,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",251237-- GWW32,well,human_review,nhd_tidal,conflict_tidal,far,649.13,USGS
286,USGS:402548073592303,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",251238-- GWW33,well,human_review,nhd_tidal,conflict_tidal,far,640.75,USGS
287,USGS:402548073592304,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",251239-- GWW34,well,human_review,nhd_tidal,conflict_tidal,far,640.75,USGS
288,USGS:403921073064801,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",Fire Island Sunken Forest Middle Well,well,human_review,nhd_tidal,conflict_tidal,far,5668.63,USGS
289,USGS:403921073070401,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",Fire Island Sunken Forest Inland Well 1,well,human_review,nhd_tidal,conflict_tidal,far,5712.14,USGS
290,USGS:403922073064401,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",Fire Island Sunken Forest Marsh Well,well,human_review,nhd_tidal,conflict_tidal,far,5711.63,USGS
291,USGS:403922073064402,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?",Fire Island Sunken Forest Deep Well,well,human_review,nhd_tidal,conflict_tidal,far,5705.42,USGS
292,USGS:404028073384601,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","Hempstead Lake Buoy at Lakeview, NY",lake,human_review,nhd_tidal,conflict_tidal,ok,474.01,USGS
293,USGS:410254072275201,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?",RECHARGE BASIN AT MILL LANE AT PECONIC NY,lake,human_review,nhd_tidal,conflict_tidal,ok,449.69,USGS
294,USGS:411420073012101,storm_drain,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as storm_drain (human review), but this reach is marked tidal. Tidally influenced?","CT-I-95 STA 338 SB MILFORD, CT",storm_drain,human_review,nhd_tidal,conflict_tidal,ok,408.83,USGS
295,USGS:413704087153501,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","GRAND CALUMET LAGOON AT MARQUETTE PARK AT GARY, IN",lake,human_review,nhd_tidal,conflict_tidal,ok,274.42,USGS
296,USGS:413721087235801,well,auto (type rule 3),tidal-marked reach; tidal influence does not retype this site,type-v1,"KEPT as well (human review), but this reach is marked tidal. Tidally influenced?","USGS WELL C4 AT CLARK AND PINE NP NEAR GARY, IN",well,human_review,nhd_tidal,conflict_tidal,far,1540.98,USGS
297,USGS:414340087313901,tidal_stream,auto (type rule 1),"stream close to a tidal body of water, possibly influenced by tides",type-v1,"KEPT as tidal_stream (human review), but this reach is marked tidal. Tidally influenced?","CALUMET HARBOR DISPOSAL FACILITY AT CHICAGO, IL",tidal_stream,human_review,nhd_tidal,conflict_tidal,ok,29.29,USGS
298,USGS:422302071083801,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","FRESH POND IN GATE HOUSE AT CAMBRIDGE, MA",lake,human_review,nhd_tidal,conflict_tidal,far,1468.56,USGS
299,USGS:422303071084301,lake,auto (type rule 2),lake on a tidally-marked reach; the lake type stands,type-v1,"KEPT as lake (human review), but this reach is marked tidal. Tidally influenced?","FRESH POND BUOY, NEAR INTAKE AT CAMBRIDGE, MA",lake,human_review,nhd_tidal,conflict_tidal,far,1428.87,USGS
300,IWQIS:WQS0052,stream,isaac,,type-v1,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,McLoud Run at Cedar Rapids (52MRCR),stream,human_review,,reviewed,far,1993.41,IWQIS
301,IWQIS:WQS0061,stream,isaac,,type-v1,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,Soldier River at Pisgah (61SRP),stream,human_review,,reviewed,ok,4.75,IWQIS
302,USGS:01460378,stream,isaac,,type-v1,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,D&R Ca feeder US of gate at Washington Crossing NJ,stream,human_review,,reviewed,ok,188.53,USGS
303,USGS:01460380,stream,isaac,,type-v1,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,Del and Rar Ca feeder at Washington Crossing NJ,stream,human_review,,reviewed,ok,188.58,USGS
304,USGS:0167889257,storm_drain,isaac,,type-v1,DECIDED as storm_drain by review. The evidence that raised it is settled; change it here to revisit.,"STORM DRAIN WEST OF GARRETT DRIVE AT HAMPTON, VA",storm_drain,human_review,,reviewed,far,795.31,USGS
305,USGS:06608500,stream,isaac,,type-v1,DECIDED as stream by review. The evidence that raised it is settled; change it here to revisit.,"Soldier River at Pisgah, IA",stream,human_review,,reviewed,ok,66.85,USGS
306,USGS:300009090051600,pond,isaac,,type-v1,DECIDED as pond by review. The evidence that raised it is settled; change it here to revisit.,"City Park East Lagoon at New Orleans, LA",pond,human_review,,reviewed,far,2582.73,USGS
307,USGS:300026090050800,lake,isaac,,type-v1,DECIDED as lake by review. The evidence that raised it is settled; change it here to revisit.,"Bayou Saint John Midlake at New Orleans, LA",lake,human_review,,reviewed,far,2788.39,USGS
308,USGS:300034090055300,pond,isaac,,type-v1,DECIDED as pond by review. The evidence that raised it is settled; change it here to revisit.,"City Park West Lagoon at New Orleans, LA",pond,human_review,,reviewed,far,2159.8,USGS
309,USGS:412932071124701,estuary,isaac,,type-v1,DECIDED as estuary by review. The evidence that raised it is settled; change it here to revisit.,"SAKONNET RIVER NEAR CHURCH POINT, RI",estuary,human_review,,reviewed,far,1164.26,USGS
310,USGS:413252071131501,estuary,isaac,,type-v1,DECIDED as estuary by review. The evidence that raised it is settled; change it here to revisit.,"SAKONNET RIVER NEAR FOGLAND BEACH, RI",estuary,human_review,,reviewed,far,1240.2,USGS
311,USGS:413611087200901,storm_drain,isaac,,type-v1,DECIDED as storm_drain by review. The evidence that raised it is settled; change it here to revisit.,"CITY HALL SOUTHEAST FLUME AT GARY, IN",storm_drain,human_review,,reviewed,far,521.86,USGS
312,USGS:413611087201001,storm_drain,isaac,,type-v1,DECIDED as storm_drain by review. The evidence that raised it is settled; change it here to revisit.,"CITY HALL NORTH FLUME AT GARY, IN",storm_drain,human_review,,reviewed,far,522.45,USGS
313,USGS:413611087201002,storm_drain,isaac,,type-v1,DECIDED as storm_drain by review. The evidence that raised it is settled; change it here to revisit.,"CITY HALL SOUTH FLUME AT GARY, IN",storm_drain,human_review,,reviewed,far,522.45,USGS
314,USGS:413611087201101,storm_drain,isaac,,type-v1,DECIDED as storm_drain by review. The evidence that raised it is settled; change it here to revisit.,"CITY HALL WEST FLUME AT GARY, IN",storm_drain,human_review,,reviewed,far,523.04,USGS
315,USGS:413642071125701,estuary,isaac,,type-v1,DECIDED as estuary by review. The evidence that raised it is settled; change it here to revisit.,"SAKONNET RIVER NEAR GOULD ISLAND, RI",estuary,human_review,,reviewed,far,981.6,USGS
316,USGS:414926073063701,ditch,isaac,,type-v1,DECIDED as ditch by review. The evidence that raised it is settled; change it here to revisit.,"CT HWY RT-8 STA 1284 TORRINGTON, CT",ditch,human_review,,reviewed,far,927.6,USGS
317,USGS:415626103434001,canal,isaac,,type-v1,DECIDED as canal by review. The evidence that raised it is settled; change it here to revisit.,"Tri-State Canal near Mintle, Nebr.",canal,human_review,,reviewed,far,767.09,USGS
318,USGS:415922103404801,canal,isaac,,type-v1,DECIDED as canal by review. The evidence that raised it is settled; change it here to revisit.,"Interstate Canal near Mintle, Nebr.",canal,human_review,,reviewed,far,3435.5,USGS
319,USGS:422204083023901,storm_drain,isaac,,type-v1,DECIDED as storm_drain by review. The evidence that raised it is settled; change it here to revisit.,COMBINED SEWER ACCESS SITE B AT RECOVERY PARK,storm_drain,human_review,,reviewed,far,4529.19,USGS
320,USGS:422207083023601,storm_drain,isaac,,type-v1,DECIDED as storm_drain by review. The evidence that raised it is settled; change it here to revisit.,COMBINED SEWER ACCESS SITE E AT RECOVERY PARK,storm_drain,human_review,,reviewed,far,4576.05,USGS
321,USGS:424302090230301,field,isaac,,type-v1,DECIDED as field by review. The evidence that raised it is settled; change it here to revisit.,"U.W. PLATTEVILLE FARMS SITE 06 NR PLATTEVILLE, WI",field,human_review,,reviewed,far,503.64,USGS
322,USGS:424302090231900,field,isaac,,type-v1,DECIDED as field by review. The evidence that raised it is settled; change it here to revisit.,"U.W. PLATTEVILLE FARMS SITE 10 NR PLATTEVILLE, WI",field,human_review,,reviewed,far,518.33,USGS
323,USGS:425957088005201,ditch,isaac,,type-v1,DECIDED as ditch by review. The evidence that raised it is settled; change it here to revisit.,"Honey Creek nr McCarty Pk at West Allis, WI",ditch,human_review,,reviewed,far,2267.76,USGS
324,USGS:430432089313401,storm_drain,isaac,,type-v1,DECIDED as storm_drain by review. The evidence that raised it is settled; change it here to revisit.,"OLD SAUK ROAD RAIN GARDEN AT MADISON, WI",storm_drain,human_review,,reviewed,far,3034.47,USGS
325,USGS:464114097260900,field,isaac,,type-v1,DECIDED as field by review. The evidence that raised it is settled; change it here to revisit.,"DISCOVERY FARMS WATERWAY SITE 3 NEAR EMBDEN, ND",field,human_review,,reviewed,far,703.98,USGS
326,USGS:464115097254700,field,isaac,,type-v1,DECIDED as field by review. The evidence that raised it is settled; change it here to revisit.,"DISCOVERY FARMS WATERWAY SITE 2 NEAR EMBDEN, ND",field,human_review,,reviewed,far,754.41,USGS
327,USGS:464115097255000,field,isaac,,type-v1,DECIDED as field by review. The evidence that raised it is settled; change it here to revisit.,"DISCOVERY FARMS WATERWAY SITE 1 NEAR EMBDEN, ND",field,human_review,,reviewed,far,735.23,USGS
